ID_sheet,ID,type,location_name,Tunnelwall,Borehole_interval,Borehole_depth_top,Borehole_depth_bottom,Tunnel_Location_tm,Date_ddmmmyy,time_hhmm,overburden_m,geology,categories,fluorid_ppm,chloride_ppm,nitrate_ppm,sulfate_ppm,CO3_ppm,lithium_ppm,sodium_ppm,potassium_ppm,magnesium_ppm,calcium_ppm,T_degC,pH_field,pH_lab,EC_field_ySpcm,EC_lab_ySpcm,TDS_ppm,ORP_mV,Flowrate_lps,MPF,d18O_ppt,dD_ppt
15,1303_01,fracture,BdTfrac1303,SW_NE,,,,1303,20.08.2020,,698,granite,subsurface,1.04,2.98,0.89,11.69,,0.07,2.17,0.15,1.09,13.97,9.3,9.2,8.44,88.6,61.4,63.7,,0.019,1,,
21,1306A_01,fracture,BdTfrac1306A,SW_NE,,,,1306.1,20.08.2020,,698,granite,subsurface,1.33,3.28,0.89,25.46,,0,3.19,0.04,1.16,34.95,10,9.04,8.32,124.5,96,88.4,,0.036,1,,
28,1306B_01,fracture,BdTfrac1306B,SW_NE,,,,1306.2,20.08.2020,,698,granite,subsurface,1.77,3.92,0,49.95,,0.01,7.13,0.04,1.46,41.8,10.6,9.25,8.24,190,149.6,134,,0.083,1,,
35,1306C_01,fracture,BdTfrac1306C,SW_NE,,,,1306.3,20.08.2020,,698,granite,subsurface,1.95,4.5,0.9,68.41,,0.02,9.74,0.06,1.1,34.59,11.5,9.1,8.22,238,188.5,169,,0.07,1,,
42,1494_01,fracture,BdTfrac1494,SW_NE,,,,1494,20.08.2020,,829,granite,subsurface,5.4,9.35,0,289.48,,0.14,31.21,0.17,1.09,103.93,15.4,8.78,8,692,538,489,,0.034,1,,
52,1993_01,fracture,BdTfrac1993,SW_SW,,,,1993,20.08.2020,,1056,granite,subsurface,4.96,10.02,0,365.2,,0.17,34.43,0.36,1.09,130.34,17.7,8.78,7.92,817,648,580,,0.027,1,,
62,2647_01,fracture,BdTfrac2647,SW_NE,,,,2647,20.08.2020,,1254,granite,subsurface,6.11,5.66,0,92.74,,0.01,24.25,0.22,1.09,35.69,18.5,8.88,7.37,239,309,220,,0.0014,1,,
68,2794_01,fracture,BdTfrac2794,,,,,2794,20.08.2020,,1305,granite,subsurface,3.14,3.36,0,19.51,,0.06,9.05,0.64,1.15,23.01,16.9,9.2,7.67,120.5,90.7,85.5,,0.04,1,,
74,2848A_01,fracture,BdTfrac2848A,SW_SW,,,,2848.1,20.08.2020,,1332,granite,subsurface,1.83,2.95,1.1,11.3,,0,6.6,0.32,1.1,10.91,14.6,9.56,8.45,89.2,65.2,53.1,,,1,,
80,2848B_01,fracture,BdTfrac2848B,SW_SW,,,,2848.2,20.08.2020,,1332,granite,subsurface,3.38,3.49,0,56.75,,0,15.4,0.39,1.09,23.93,18,9.34,8.14,202,160.9,143,,0.141,1,,
86,3191_01,fracture,BdTfrac3191,SW_NE,,,,3191,20.08.2020,,1584,granite,subsurface,4.59,3.11,0,25.43,,0,15.5,0.21,1.18,27.2,19.2,9.62,7.9,137.8,103,97.5,,0.025,2.5,,
91,3192_01,fracture,BdTfrac3192,SW_NE,,,,3192,20.08.2020,,1583,granite,subsurface,4.23,3.43,0,49.85,,0,17.97,0.27,1.3,33.06,19,9.34,7.97,191.6,148.4,137,,0.0054,2,,
169,cb2_p3_01,borehole,BdWcb2,,3,177.24,195.24,2043,20.08.2020,,,granite,subsurface,8.99,8.26,0,264.86,,0.1,29.25,0.47,1.12,107.17,18.2,7.69,7.43,648,487,458,,0.007,1,,
172,cb2_p4_01,borehole,BdWcb2,,4,166.73,175.73,2043,20.08.2020,,,granite,subsurface,8.76,6.75,0,123.99,,0.08,23.79,0.36,0,48.61,18.1,7.3,7.37,380,283,268,23.79,0.003,1,,
175,cb2_p5_01,borehole,BdWcb2,,5,156.19,165.19,2043,20.08.2020,,,granite,subsurface,8.86,7.25,0,190.93,,0.1,26.96,0.39,1.08,71.47,18.7,6.87,7.26,497,385,353,26.96,0.007,1,,
178,cb2_p7_01,borehole,BdWcb2,,7,125.14,140.14,2043,20.08.2020,,,granite,subsurface,8.02,5.77,0,49.63,,0.1,22.22,0.4,1.18,34.73,17.9,7.05,7.42,219,165.8,155,22.22,0.006,1,,
181,cb3_01,borehole,BdWcb3,,TB,0,192,2037,20.08.2020,,,granite,subsurface,7.56,5.45,0,42.09,,0.04,21.22,1.56,1.97,32.4,19.2,9.76,9.19,195,158.9,138.5,,0.25,1,,
277,ditch_2000_01,ditch,BdTditch2000,,,,,2097,20.08.2020,17:16,,,subsurface,2.8,3,0.91,14.64,,0,9.95,0.37,1.15,20.01,17.1,8.6,8.4,101.4,80,72.1,,,1,,
22,1306A_02,fracture,BdTfrac1306A,SW_NE,,,,1306.1,16.09.2020,,698,granite,subsurface,1,0.78,0.53,27.64,,0.59,3.02,0.35,0.21,19.79,9.1,9.14,8.03,119.3,92,84.8,,0.05,1,,
29,1306B_02,fracture,BdTfrac1306B,SW_NE,,,,1306.2,16.09.2020,,698,granite,subsurface,1.3,1.6,0.4,53.33,,0.97,7.31,0.67,0.25,28.22,10.4,9.1,8.01,185,137.2,85,,0.22,1,,
36,1306C_02,fracture,BdTfrac1306C,SW_NE,,,,1306.3,16.09.2020,,698,granite,subsurface,1.46,2.41,0,73.86,,0.08,10.34,0.32,0.22,35.78,11.8,8.99,7.97,229,173.7,164,,0.102,1,,
53,1993_02,fracture,BdTfrac1993,SW_SW,,,,1993,16.09.2020,,1056,granite,subsurface,3.79,9.75,0,358.12,,0.16,34.81,0.45,0.21,146.05,17,8.65,7.78,787,600,559,,0.027,1,,
168,cb1_02,borehole,BdWcb1,,TB,0,300,2050,16.09.2020,,,granite,subsurface,5.92,5.04,0,91.76,,0.06,24.43,0.85,0.2,35.28,17.9,9.53,7.98,289,221,206,,0.14,1,,
182,cb3_02,borehole,BdWcb3,,TB,0,192,2037,16.09.2020,,,granite,subsurface,5.66,3.1,0,51.12,,0.03,21.47,0.81,0.19,18.25,18.2,9.2,8.05,197.8,147,140,21.47,0.127,1,,
183,cb4_02,borehole,BdWcb4,,TB,0,250,2016.6,16.09.2020,,,granite,subsurface,6.1,4.03,0,134.62,,0.06,22.19,0.43,0.19,55.26,18,9.36,7.79,395,297,280,22.19,0.163,1,,
196,st2_02,borehole,BdWst2,,TB,0,349,2065,16.09.2020,,,granite,subsurface,6.11,4.21,0,95.13,,0.04,24.21,2.53,0.19,35.24,19.3,9.55,7.86,297,222,210,,,1,-13.89,-96.24
16,1303_03,fracture,BdTfrac1303,SW_NE,,,,1303,25.09.2020,,698,granite,subsurface,0.77,0.43,0.58,11.34,,0.64,1.59,0.21,0.2,13.4,11.2,9.3,8.58,73.5,59.2,50.35,,0.012,1,-13.38,-92.48
23,1306A_03,fracture,BdTfrac1306A,SW_NE,,,,1306.1,25.09.2020,,698,granite,subsurface,0.78,0.71,0.6,26,,0.64,2.92,0.29,0.2,20.18,10.8,9.7,8.6,113.05,91.4,78.3,,0.045,1,-13.45,-92.74
30,1306B_03,fracture,BdTfrac1306B,SW_NE,,,,1306.2,25.09.2020,,698,granite,subsurface,1.17,2.19,0,58.01,,0,7.81,0.13,0.21,28.82,11.5,9.12,8.55,178.05,148.6,122.5,,0.1,1,-13.3,-93.31
37,1306C_03,fracture,BdTfrac1306C,SW_NE,,,,1306.3,25.09.2020,,698,granite,subsurface,1.48,2.84,0.4,73.64,,0.01,9.74,0.39,0.2,34.28,12.2,9.01,8.57,226.5,178.6,155.5,,0.05,1,-13.63,-93.91
43,1494_03,fracture,BdTfrac1494,SW_NE,,,,1494,25.09.2020,,829,granite,subsurface,3.59,9.02,0,279.14,,0.14,32.08,0.23,0.19,107.89,15.4,9.03,8.45,681,519,469.5,,0.0135,1,-13.93,-97.08
54,1993_03,fracture,BdTfrac1993,SW_SW,,,,1993,25.09.2020,,1056,granite,subsurface,3.26,9.94,0,362.3,,0.28,34.73,0.57,0.2,157.75,18.05,8.88,8.47,849.5,630,609,,0.025,1,-14.15,-98.02
115,4447_03,fracture,BdTfrac4447,SW_SW,,,,4447,25.09.2020,,1048,granite,subsurface,4.07,0.8,0,15.74,,0.58,17.48,0.3,0,8.64,19.65,9.71,9.02,112.3,92.2,77.3,,0.045,1,-14.81,-102.62
119,4506_03,fracture,BdTfrac4506,SW_SW,,,,4506,25.09.2020,,1067,granite,subsurface,3.41,0.55,0,16.45,,0.88,14.75,0.24,0.19,9.96,19.6,9.47,8.91,106.55,85.9,69.25,,0.066,2.5,-14.68,-101.58
124,4599_03,fracture,BdTfrac4599,roof,,,,4599,25.09.2020,,1087,granite,subsurface,2.72,0.23,0,13.88,,0.63,11.89,0.26,0,9.29,19.8,9.56,8.86,94.45,74.6,64.6,,,2,-14.57,-101.4
128,4652_03,fracture,BdTfrac4652,SW_SW,,,,4652,25.09.2020,,1090,granite,subsurface,2.77,0.28,0,12.01,,0.61,11.49,0.17,0,9.81,20.25,9.46,8.75,92.35,72.7,64.6,,0.0114,2,-14.61,-102
133,4752_03,fracture,BdTfrac4752,SW_NE,,,,4752,25.09.2020,,1099,granite,subsurface,2.63,0.23,0,13.2,,0.87,8.82,0.31,0,11.22,20.5,9.25,8.69,90.25,71.3,62,,0.0111,3,-14.45,-100.49
138,4846_03,fracture,BdTfrac4846,,,,,4846,25.09.2020,,1146,granite,subsurface,3.22,0.13,0,14.7,,0.62,9.47,0.28,0.2,12.3,19.85,9.41,8.7,97.85,77.6,67.5,,0.0367,1,-14.43,-100.47
142,4950_03,fracture,BdTfrac4950,roof,,,,4950,25.09.2020,,1180,granite,subsurface,2.45,0.15,0,6.4,,0.79,8,0.74,0.19,8.93,18.9,9.4,8.72,95.8,59,60.55,,0.024,2,-14.54,-101.07
146,5132_03,fracture,BdTfrac5132,SW_SW,,,,5132,25.09.2020,,1265,granite,subsurface,4.09,0.49,0,14.44,,0.59,13.26,0.78,0.19,10.81,20.05,9.33,8.36,106.4,81.3,72.9,,0.0145,1,-14.73,-102.25
189,st1_int11_04,borehole,BdWst1,,11,278,288,2030,05.10.2020,,,granite,subsurface,4.49,4.04,0,198.19,,0.05,30.01,0.3,0,75.92,,,7.49,,374,,,,1,,
190,st1_int14_04,borehole,BdWst1,,14,311,321,2030,05.10.2020,,,granite,subsurface,4.36,3.88,0,186.8,,0.05,29.19,0.31,0.26,70.14,,,7.92,,358,,,,1,,
191,st1_int15_04,borehole,BdWst1,,15,322,332,2030,05.10.2020,,,granite,subsurface,3.89,2.24,0,78.99,,0.03,19.61,0.19,0,28.78,,,8.27,,182.6,,,,1,,
192,st1_int17_04,borehole,BdWst1,,17,345,355,2030,05.10.2020,,,granite,subsurface,4.05,3.31,0,148.58,,0.04,25.61,0.26,0.26,54.45,,,8.24,,305,,,,1,,
55,1993_05,fracture,BdTfrac1993,SW_SW,,,,1993,16.10.2020,,1056,granite,subsurface,3.75,9.78,0,359.04,6.84,0.16,34.75,0.41,0.25,142.36,17.55,8.58,7.28,744.5,575,461.5,76,0.022,1,-14.18,-98.05
63,2647_05,fracture,BdTfrac2647,SW_NE,,,,2647,16.10.2020,,1254,granite,subsurface,4.61,3.83,0,94.81,13.68,0,24.04,0.21,0.25,34.16,18.55,8.88,7.77,290.5,211,175,204,0.002,1,-14.2,-98.12
69,2794_05,fracture,BdTfrac2794,,,,,2794,16.10.2020,,1305,granite,subsurface,2.62,0.4,0,22.49,20.52,0,8.9,0.38,0.28,15.32,16.75,9.09,8.4,117.1,84.6,70.5,179,0.036,1,-14.13,-97.63
75,2848A_05,fracture,BdTfrac2848A,SW_SW,,,,2848.1,16.10.2020,,1332,granite,subsurface,1.39,0.53,0,11.67,20.52,0,6.55,0.36,0.27,10.16,14.6,9.36,8.71,79.7,49.5,44.87,180,,1,-13.95,-95.26
81,2848B_05,fracture,BdTfrac2848B,SW_SW,,,,2848.2,16.10.2020,,1332,granite,subsurface,2.67,1.3,0.01,58.93,13.86,0.01,15.52,,0.32,22.05,17.8,9.16,8.07,203,148.1,126.34,178,0.12,1,-13.94,-96.55
185,sb2.3_p3_4_05,borehole,BdWsb2.3,,3_4,29.8,22.5,2100,16.10.2020,,,granite,subsurface,5.55,16.53,0,118.46,10.26,0.19,30.13,0.31,0.26,45.93,16.5,9.42,7.46,388,281,230,148,0.0003,1,,
278,ditch_2017_05,ditch,BdTditch2017,,,,,2097,16.10.2020,,,,subsurface,2.22,0.33,0,15.27,20.52,0,10.16,0.45,0.25,10.24,17.1,8.45,7.8,100,66.3,84.5,,,1,,
56,1993_06,fracture,BdTfrac1993,SW_SW,,,,1993,30.10.2020,,1056,granite,subsurface,3.29,10.3,0,360.51,,0.16,34.92,0.41,0.25,142.62,16.4,9.02,8.48,930,593,654,98,0.0288,1,,
184,sb2.3_p2_06,borehole,BdWsb2.3,,2,31.3,33.4,2100,30.10.2020,,,granite,subsurface,5.31,17.36,0,124.04,,0.19,30.57,0.23,0,47.97,15.2,9.07,8.16,471,293,335,203,,1,,
193,st1_06,borehole,BdWst1,,TB,0,399,2030,30.10.2020,,,granite,subsurface,4.23,3.91,0,174.68,,0.05,26.45,0.3,0,67.22,20.1,9.53,8.22,525,335,377,193,1.875,1,-13.86,-96.14
64,2647_07,fracture,BdTfrac2647,SW_NE,,,,2647,02.11.2020,,1254,granite,subsurface,3.72,3.99,0,93.02,20,0,24.09,0.21,0.25,34.22,16,8.08,8.71,225,233,161,200,0.0018,1,-14.25,-98.06
70,2794_07,fracture,BdTfrac2794,,,,,2794,02.11.2020,,1305,granite,subsurface,2.12,0.44,0,22,25,0,9.25,0.39,0.35,15.33,14.8,8.26,8.94,96.6,96,68.8,188,0.0167,1,-14.2,-97.73
76,2848A_07,fracture,BdTfrac2848A,SW_SW,,,,2848.1,02.11.2020,,1332,granite,subsurface,1.03,0.64,0,11.07,20,0,6.52,0.35,0.26,9.9,13.3,8.74,9.1,65.9,61.4,46.7,179,,1,-13.9,-95.48
82,2848B_07,fracture,BdTfrac2848B,SW_SW,,,,2848.2,02.11.2020,,1332,granite,subsurface,2.18,0.73,0,62.91,15,0,16.16,0.48,0.25,23.8,15.8,8.58,8.93,159.1,151.6,113,187,0.1,1,-14.08,-96.89
87,3191_07,fracture,BdTfrac3191,SW_NE,,,,3191,02.11.2020,,1584,granite,subsurface,3.06,0.44,0,26.81,15,0,15.76,0.23,0,11.19,17.2,8.8,8.99,103.9,97,73.7,182,0.035,1,-14.03,-96.4
92,3192_07,fracture,BdTfrac3192,SW_NE,,,,3192,02.11.2020,,1583,granite,subsurface,2.67,0.78,0,52.95,15,0,18.12,0.21,0,19.29,17.2,8.72,8.85,147.2,137,104,187,0.044,2,-13.97,-96.04
96,3750_07,fracture,BdTfrac3750,all,,,,3750,02.11.2020,,1288,granite,subsurface,0.75,0.21,1.69,6.05,10,0,3.06,0.42,0.26,6.59,15.5,8.11,9.15,40,37,28.7,164,,,-14.02,-95.5
101,3884_07,fracture,BdTfrac3884,all,,,,3884,02.11.2020,,1244,granite,subsurface,1.62,1.51,0,13.2,15,0,8.6,0.61,0,9.9,17.2,7.98,9.12,71.3,66.7,50.7,176,,,-14.62,-100.25
106,4166_07,fracture,BdTfrac4166,SW_SW,,,,4166,02.11.2020,,1062,granite,subsurface,1.3,0.21,1.18,3.54,20,0,7.91,0.27,0,6.42,14.7,9.1,9.43,53.9,49.5,38.4,160,0.0214,2,-14.62,-100.74
111,4348_07,fracture,BdTfrac4348,SW_SW,,,,4348,02.11.2020,,1017,granite,subsurface,4.53,0.86,0,18.09,15,0,21.08,0.28,0,7.5,18.1,9.01,9.23,106.1,98.7,75.3,167,0.06,1.2,-14.7,-102.32
120,4506_07,fracture,BdTfrac4506,SW_SW,,,,4506,02.11.2020,,1067,granite,subsurface,3.54,0.5,0,16.14,20,0,14.61,0.22,0.3,10.75,17.7,8.95,9.05,89.2,83.4,63.3,180,0.05,2.5,-14.61,-101.45
129,4652_07,fracture,BdTfrac4652,SW_SW,,,,4652,02.11.2020,,1090,granite,subsurface,2.8,0.23,0,11.14,20,0,11.32,0.2,0.25,9.28,18.2,9.02,9,77.5,73.5,,187,0.015,2,-14.63,-101.95
134,4752_07,fracture,BdTfrac4752,SW_NE,,,,4752,02.11.2020,,1099,granite,subsurface,2.62,0.17,0,12.88,20,0,8.71,0.36,0.31,10.71,18.4,9.22,9,86,71,60.9,182,0.0201,3,-14.44,-100.5
4,0444_07,fracture,BdTfrac444,SW_SW,,,,444,03.11.2020,,281,gneiss,subsurface,0.11,0.23,1.31,22.36,,0,1.54,5.75,1.51,24.53,8.2,6.98,8.66,129.5,121.9,91.9,122,0.0075,1,,
17,1303_07,fracture,BdTfrac1303,SW_NE,,,,1303,03.11.2020,,698,granite,subsurface,0.53,0.24,0,10.9,,0,1.67,0.1,0.26,12.91,8.6,8.04,8.81,60.4,57.2,43,117,0.02,1,-13.38,-92.36
24,1306A_07,fracture,BdTfrac1306A,SW_NE,,,,1306.1,03.11.2020,,698,granite,subsurface,0.64,0.61,0.48,26.04,,0,3.02,0.13,0.25,19.59,8.6,8.2,8.72,94.4,89.8,67,133,0.0385,1,-13.37,-92.36
31,1306B_07,fracture,BdTfrac1306B,SW_NE,,,,1306.2,03.11.2020,,698,granite,subsurface,0.91,1.73,0,50.05,,0,7.15,0.16,0.28,27.3,9.1,8.66,8.63,142.1,135.5,101,160,0.16,1,-13.43,-93.02
38,1306C_07,fracture,BdTfrac1306C,SW_NE,,,,1306.3,03.11.2020,,698,granite,subsurface,1.17,2.34,0,71.11,,0,9.62,0.14,0.25,33.62,10.5,8.5,8.6,180.6,171.7,128,159,,1,-13.55,-93.44
44,1494_07,fracture,BdTfrac1494,SW_NE,,,,1494,03.11.2020,,829,granite,subsurface,2.96,8.91,0,270.18,,0.13,31.86,0.23,0.27,109.47,13.4,8.12,8.42,518,507,366,190,0.029,1,,
57,1993_07,fracture,BdTfrac1993,SW_SW,,,,1993,03.11.2020,,1056,granite,subsurface,2.83,10.67,0,381.82,,0.18,38.82,0.57,0.26,160.28,16.2,8.18,8.46,674,672,478,112,0.024,1,-14.14,-98.35
272,ditch0_07,ditch,BdTditch0,,,,,0,03.11.2020,12:50,,,subsurface,0.64,0.59,0.9,26.9,,0,5.13,3.83,2.82,23.32,9.1,7.9,8.6,132.2,131.6,93.5,,,1,,
273,ditch2000_07,ditch,BdTditch2000,,,,,2000,03.11.2020,11:50,,,subsurface,1.73,0.67,0.34,27.43,,0,11.87,0.47,0.26,15.16,15.5,7.96,8.7,105.7,102.4,75,139,,1,,
71,2794_08,fracture,BdTfrac2794,,,,,2794,14.12.2020,,1305,granite,subsurface,3.35,0.6,0,28.07,15,0,10.2,0.44,0.26,17.77,14.9,7.89,8.79,103.2,100.9,73.3,240,0.03,1,-14.11,-97.84
77,2848A_08,fracture,BdTfrac2848A,SW_SW,,,,2848.1,14.12.2020,,1332,granite,subsurface,1.8,0.22,0.69,12.61,15,0,6.63,0.35,0.24,11.06,13.1,8.34,8.9,65.4,63.8,46.7,230,,1,-13.84,-95.69
83,2848B_08,fracture,BdTfrac2848B,SW_SW,,,,2848.2,14.12.2020,,1332,granite,subsurface,3.09,0.83,0.23,62.54,10,0,15.87,0.48,0.23,24.38,15.7,8.25,8.73,160.9,152.4,114,240,0.1,1,-13.95,-96.52
88,3191_08,fracture,BdTfrac3191,SW_NE,,,,3191,14.12.2020,,1584,granite,subsurface,4.29,0.45,0,29.5,12.5,0,15.79,0.18,0,12.35,17.2,8.32,8.65,103,99,72.8,245,0.03025,2.5,-13.97,-96.63
93,3192_08,fracture,BdTfrac3192,SW_NE,,,,3192,14.12.2020,,1583,granite,subsurface,3.96,0.86,0,56.24,10,0,18.15,0.23,0,20.28,17.3,8.33,8.68,145.8,142.8,103,244,0.0315,3,-13.95,-96.34
97,3750_08,fracture,BdTfrac3750,all,,,,3750,14.12.2020,,1288,granite,subsurface,0.19,0.13,1.57,7.63,15,0,3.09,0.45,0,7.54,14.7,7.3,8.8,40.5,36.7,29,243,,,-14.02,-95.44
102,3884_08,fracture,BdTfrac3884,all,,,,3884,14.12.2020,,1244,granite,subsurface,,0.88,,,,0,,,0,,17.4,7.7,,71.3,,50.8,242,,,,
107,4166_08,fracture,BdTfrac4166,SW_SW,,,,4166,14.12.2020,,1062,granite,subsurface,,,,,,0,,,,,14.8,8.74,,54.5,,38.4,215,0.02,2,,
112,4348_08,fracture,BdTfrac4348,SW_SW,,,,4348,14.12.2020,,1017,granite,subsurface,6.01,0.79,0,21.24,15,0,21.27,0.3,0,8.65,18.3,8.62,8.88,105.3,98.4,74.7,200,0.063,1.2,-14.73,-102.57
116,4447_08,fracture,BdTfrac4447,SW_SW,,,,4447,14.12.2020,,1048,granite,subsurface,5.54,0.83,0,16.75,17.5,0,17.52,0.27,0,9.29,18,8.58,8.73,93.8,87.4,66.6,197,0.0448,1,-14.68,-102.65
121,4506_08,fracture,BdTfrac4506,SW_SW,,,,4506,14.12.2020,,1067,granite,subsurface,4.67,0.52,0,17.61,15,0,14.71,0.21,0,9.94,17.4,8.42,8.6,88.6,82.2,63.1,220,0.054,2.5,-14.56,-101.66
125,4599_08,fracture,BdTfrac4599,roof,,,,4599,14.12.2020,,1087,granite,subsurface,3.68,0.14,0,15,15,0,11.98,0.31,0,9.69,17.8,8.57,8.57,77.9,72.9,55.4,221,0.0134,2,-14.57,-101.45
130,4652_08,fracture,BdTfrac4652,SW_SW,,,,4652,14.12.2020,,1090,granite,subsurface,3.74,0.14,0,12.45,15,0,11.4,0.2,0,10.33,18.3,8.46,8.47,74.2,70.4,55.4,225,0.0136,2,-14.57,-101.62
135,4752_08,fracture,BdTfrac4752,SW_NE,,,,4752,14.12.2020,,1099,granite,subsurface,3.46,0,0,13.99,15,0,8.91,0.35,0,11.66,18.5,8.05,8.48,74,68.6,52.6,228,0.0204,3,-14.46,-100.57
139,4846_08,fracture,BdTfrac4846,,,,,4846,14.12.2020,,1146,granite,subsurface,4.17,0.08,0,15.33,15,0,9.64,0.35,0,12.8,18.3,8.24,8.59,80.8,74.8,57.2,220,0.0037,1,-14.44,-100.67
143,4950_08,fracture,BdTfrac4950,roof,,,,4950,14.12.2020,,1180,granite,subsurface,3.2,0.13,0,7.01,15,0.02,8.46,0.95,0,9.57,18.9,8.75,9.31,64,57.9,45,217,0.0197,2,-14.58,-101.32
147,5132_08,fracture,BdTfrac5132,SW_SW,,,,5132,14.12.2020,,1265,granite,subsurface,5.24,0.12,0,15.19,20,0,13.21,0.27,0,11.18,18.9,9.2,9.2,90.8,52.1,64.6,229,0.015,1,-14.69,-102.18
280,ditch_4950_08,ditch,BdTditch4950,,,,,4950,14.12.2020,13:00,,,subsurface,4.04,0.24,0,16.6,15,0,11.49,0.8,0.24,12.22,19.4,8.26,9,85.8,79.5,60.7,224,,1,-14.43,-100.9
5,0444_08,fracture,BdTfrac444,SW_SW,,,,444,15.12.2020,,281,gneiss,subsurface,3.35,0.13,1.74,23.85,27.5,0,1.51,5.53,1.56,25.72,7.9,7.39,8.62,124.9,119.6,88.8,239,0.007,1,-12.79,-88.96
18,1303_08,fracture,BdTfrac1303,SW_NE,,,,1303,15.12.2020,,698,granite,subsurface,1.01,0.29,0.75,13,15,0,1.68,0.09,0.23,14.04,7.8,8.33,8.94,62,58.6,44.2,171,0.0175,1,-13.23,-91.8
25,1306A_08,fracture,BdTfrac1306A,SW_NE,,,,1306.1,15.12.2020,,698,granite,subsurface,1.24,0.61,0,29.62,15,0,3.07,0.1,0.24,21.1,8.5,8.09,8.83,91.8,92.2,64.3,177,0.038,1,-13.07,-91.27
32,1306B_08,fracture,BdTfrac1306B,SW_NE,,,,1306.2,15.12.2020,,698,granite,subsurface,1.62,1.72,0,55.89,15,0,7.03,0.1,0.24,29.61,9.2,7.9,8.72,147.3,141.5,105,181,0.24,1,-13.4,-92.8
39,1306C_08,fracture,BdTfrac1306C,SW_NE,,,,1306.3,15.12.2020,,698,granite,subsurface,1.87,2.57,0.56,76.9,10,0.01,10.01,0.12,0.24,36.93,10.1,7.93,8.69,179.4,183.5,128,184,0.1,1,-13.41,-93.51
45,1494_08,fracture,BdTfrac1494,SW_NE,,,,1494,15.12.2020,,829,granite,subsurface,4.67,9.06,0,297.58,10,0.13,31.86,0.26,0.23,117.66,13.1,7.89,8.55,515,511,364,150,0.027,1,-13.93,-97.08
58,1993_08,fracture,BdTfrac1993,SW_SW,,,,1993,15.12.2020,,1056,granite,subsurface,4.47,9.93,0,380.89,10,0.16,34.56,0.42,0.29,152.13,17.1,7.66,8.54,617,625,438,117,0.025,1,-14.13,-98.17
65,2647_08,fracture,BdTfrac2647,SW_NE,,,,2647,15.12.2020,,1254,granite,subsurface,5.39,4.09,0,96.33,10,0,24.18,0.21,0,35.3,16.5,7.87,8.55,240,227,171,204,0.0016,1,,
197,st2_08,borehole,BdWst2,,TB,0,349,2065,15.12.2020,,,granite,subsurface,6.74,5.12,0,111.44,10,0.05,25.63,0.6,0,42.65,17.9,8.63,8.65,258,258,182,-4,0.2,1,-13.92,-96.43
274,ditch_2097_11,ditch,BdTditch2097,,,,,2097,18.12.2020,15:39,,,subsurface,2.42,0.29,0,15.44,,0,11.24,0.43,0.24,11.34,15.2,8.48,8.5,77.5,75.8,55,,,1,,
186,st1_0_265_12,borehole,BdWst1,,WH_10,0,265,2030,20.12.2020,,,granite,subsurface,4.96,4.57,0,230.56,,0.06,32.12,0.45,0,86.26,21.7,9.77,8.33,401,424,284,,,1,-14.16,-97.07
187,st1_265_400_12,borehole,BdWst1,,10_WB,265,399,2030,20.12.2020,,,granite,subsurface,4.61,4.22,0,209.63,,0.05,31.05,0.34,0,82.3,22.2,9.63,8.45,373,402,257,,,1,-13.96,-96.6
1,0440_13,fracture,BdTfrac440,SW_SW,,,,440,21.12.2020,,279,gneiss,subsurface,0.1,0.34,0,31.52,30,0,2.72,5.74,1.42,27.94,7.9,9,8.56,142.5,132.5,101,17,0.0416,1,-13.18,-91.72
10,0901_13,fracture,BdTfrac901,SW_SW,,,,901,21.12.2020,,485,gneiss,subsurface,3.56,13.98,0,529.15,10,0.08,93.67,1.65,0.27,154.47,11.9,9.33,8.34,877,849,622,-3,0.0092,1,,
59,1993_13,fracture,BdTfrac1993,SW_SW,,,,1993,21.12.2020,,1056,granite,subsurface,4.22,9.42,0,360.51,7.5,0.16,36.17,0.44,0.22,144.69,16.1,9.75,8.2,621,605,441,23,0.0294,1,-14.08,-97.65
98,3750_13,fracture,BdTfrac3750,all,,,,3750,21.12.2020,,1288,granite,subsurface,0.81,0.15,1.63,6.95,10,0,2.88,0.42,0,7.53,14.7,9.33,8.09,41.1,36.6,29.2,150,,,,
103,3884_13,fracture,BdTfrac3884,all,,,,3884,21.12.2020,,1244,granite,subsurface,2.21,0.27,0,14.12,15,0,8.53,0.61,0,10.45,17.3,9.52,7.99,72.9,64.4,51.8,143,,,,
108,4166_13,fracture,BdTfrac4166,SW_SW,,,,4166,21.12.2020,,1062,granite,subsurface,1.56,0.14,1.16,4.65,15,0,7.99,0.28,0,7.51,14.8,10.44,8.09,57,48.6,41.2,136,0.026,2,,
170,cb2_p3_13_01,borehole,BdWcb2,,3,177.24,195.24,2043,21.12.2020,,,granite,subsurface,,,,,,,,,,,16.2,10.33,7.76,546,496,387,-18,0.0023,1,-14.01,-96.76
171,cb2_p3_13_02,borehole,BdWcb2,,3,177.24,195.24,2043,21.12.2020,,,granite,subsurface,,,,,,,,,,,16.4,6.9,7.7,540,537,383,-165,0.005,1,,
173,cb2_p4_13_01,borehole,BdWcb2,,4,166.73,175.73,2043,21.12.2020,,,granite,subsurface,,,,,,,,,,,16.4,10.1,8.06,415,399,295,-27,0.0012,1,-14.15,-96.88
